CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,k,COUNCIL,COUNTY,PARISH,NGR,URL
2565,HY41SW 51,Cancelled,No Class,,,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY  ,http://canmore.org.uk/site/2565
2574,HY41SW 6,Saverock,Burnt Mound (Prehistoric),343480,1012800,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY 4348 1280,http://canmore.org.uk/site/2574
2578,HY41SW 63,Cancelled,No Class,,,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY  ,http://canmore.org.uk/site/2578
2585,HY41SW 7,Saverock,Cairn (Period Unassigned),343000,1012900,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY 430 129,http://canmore.org.uk/site/2585
69494,HY41SW 134,Wideford Hill,Unidentified Flint(S) (Flint),341000,1011000,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY 41 11,http://canmore.org.uk/site/69494
81647,HY40NW 15,"Kikrwall, New Scapa Road, Pillbox",Pillbox (20th Century),344820,1009810,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY 4482 0981,http://canmore.org.uk/site/81647
81785,HY40NE 293,"Kikrwall, Heatheryquoy, Anti Invasion Stop Line",Pillbox (20th Century),347120,1008515,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY 47120 08515,http://canmore.org.uk/site/81785
81788,HY40NW 160,Upper Berryhill,"Anti Aircraft Battery (20th Century), Radar Site (20th Century)",341237,1008495,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY 41237 08495,http://canmore.org.uk/site/81788
105918,HY41SW 138,"Kirkwall, Glaitness Road",Radio Station (20th Century),344065,1010554,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY 44065 10554,http://canmore.org.uk/site/105918
105922,HY41SE 55,Kirkwall,Radio Station (20th Century),345400,1010000,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY 454 100,http://canmore.org.uk/site/105922
105633,HY40NE 31,Gleneagles,Gun Emplacement (20th Century),349100,1007050,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY 4910 0705,http://canmore.org.uk/site/105633
105634,HY41SW 1370,Quanterness Battery,Anti Aircraft Battery (20th Century),342100,1013180,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY 4210 1318,http://canmore.org.uk/site/105634
105635,HY41SE 54,Car Ness,Anti Aircraft Battery (20th Century),346600,1014380,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY 4660 1438,http://canmore.org.uk/site/105635
105914,HY40NE 32,Wideford Aerodrome,Airfield (20th Century),345800,1008500,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY 458 085,http://canmore.org.uk/site/105914
105915,HY40NE 33,Mayfield Cottage,Radio Station (20th Century),345250,1008850,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY 4525 0885,http://canmore.org.uk/site/105915
110556,HY41SW 139,"Kirkwall, Mounthoolie Lane",No Class (Event),344900,1011000,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY 449 110,http://canmore.org.uk/site/110556
110559,HY41SW 140,"Kirkwall, 57 Albert Street",No Class (Event),344900,1011000,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY 449 110,http://canmore.org.uk/site/110559
